Date,Equity,DrawdownPct,DrawdownDuration,3 year delta
2008-11-05,10000.0,0.0,,
2008-11-06,10000.0,0.0,,
2008-11-07,10000.0,0.0,,
2008-11-10,10000.0,0.0,,
2008-11-11,10000.0,0.0,,
2008-11-12,10000.0,0.0,,
2008-11-13,10000.0,0.0,,
2008-11-14,10000.0,0.0,,
2008-11-17,10000.0,0.0,,
2008-11-18,10000.0,0.0,,
2008-11-19,10000.0,0.0,,
2008-11-20,10000.0,0.0,,
2008-11-21,10000.0,0.0,,
2008-11-24,10000.0,0.0,,
2008-11-25,10000.0,0.0,,
2008-11-26,10000.0,0.0,,
2008-11-28,10000.0,0.0,,
2008-12-01,10000.0,0.0,,
2008-12-02,10000.0,0.0,,
2008-12-03,10000.0,0.0,,
2008-12-04,10000.0,0.0,,
2008-12-05,10000.0,0.0,,
2008-12-08,10000.0,0.0,,
2008-12-09,10000.0,0.0,,
2008-12-10,10000.0,0.0,,
2008-12-11,10000.0,0.0,,
2008-12-12,10000.0,0.0,,
2008-12-15,10000.0,0.0,,
2008-12-16,10000.0,0.0,,
2008-12-17,10000.0,0.0,,
2008-12-18,10000.0,0.0,,
2008-12-19,10000.0,0.0,,
2008-12-22,10000.0,0.0,,
2008-12-23,10000.0,0.0,,
2008-12-24,10000.0,0.0,,
2008-12-26,10000.0,0.0,,
2008-12-29,10000.0,0.0,,
2008-12-30,10000.0,0.0,,
2008-12-31,10000.0,0.0,,
2009-01-02,10000.0,0.0,,
2009-01-05,10000.0,0.0,,
2009-01-06,10000.0,0.0,,
2009-01-07,10000.0,0.0,,
2009-01-08,10000.0,0.0,,
2009-01-09,10000.0,0.0,,
2009-01-12,10000.0,0.0,,
2009-01-13,10000.0,0.0,,
2009-01-14,10000.0,0.0,,
2009-01-15,10000.0,0.0,,
2009-01-16,10000.0,0.0,,
2009-01-20,10000.0,0.0,,
2009-01-21,10000.0,0.0,,
2009-01-22,10000.0,0.0,,
2009-01-23,10000.0,0.0,,
2009-01-26,10000.0,0.0,,
2009-01-27,10000.0,0.0,,
2009-01-28,10000.0,0.0,,
2009-01-29,10000.0,0.0,,
2009-01-30,10000.0,0.0,,
2009-02-02,10000.0,0.0,,
2009-02-03,10000.0,0.0,,
2009-02-04,10000.0,0.0,,
2009-02-05,10000.0,0.0,,
2009-02-06,10000.0,0.0,,
2009-02-09,10000.0,0.0,,
2009-02-10,10000.0,0.0,,
2009-02-11,10000.0,0.0,,
2009-02-12,10000.0,0.0,,
2009-02-13,10000.0,0.0,,
2009-02-17,10000.0,0.0,,
2009-02-18,10000.0,0.0,,
2009-02-19,10000.0,0.0,,
2009-02-20,10000.0,0.0,,
2009-02-23,10000.0,0.0,,
2009-02-24,10000.0,0.0,,
2009-02-25,10000.0,0.0,,
2009-02-26,10000.0,0.0,,
2009-02-27,10000.0,0.0,,
2009-03-02,10000.0,0.0,,
2009-03-03,10000.0,0.0,,
2009-03-04,10000.0,0.0,,
2009-03-05,10000.0,0.0,,
2009-03-06,10000.0,0.0,,
2009-03-09,10000.0,0.0,,
2009-03-10,10000.0,0.0,,
2009-03-11,10000.0,0.0,,
2009-03-12,10000.0,0.0,,
2009-03-13,10000.0,0.0,,
2009-03-16,10000.0,0.0,,
2009-03-17,10000.0,0.0,,
2009-03-18,10000.0,0.0,,
2009-03-19,10000.0,0.0,,
2009-03-20,10000.0,0.0,,
2009-03-23,10000.0,0.0,,
2009-03-24,10000.0,0.0,,
2009-03-25,10000.0,0.0,,
2009-03-26,10000.0,0.0,,
2009-03-27,10000.0,0.0,,
2009-03-30,10000.0,0.0,,
2009-03-31,10000.0,0.0,,
2009-04-01,10000.0,0.0,,
2009-04-02,10000.0,0.0,,
2009-04-03,10000.0,0.0,,
2009-04-06,10000.0,0.0,,
2009-04-07,10000.0,0.0,,
2009-04-08,10000.0,0.0,,
2009-04-09,10000.0,0.0,,
2009-04-13,10000.0,0.0,,
2009-04-14,10000.0,0.0,,
2009-04-15,10000.0,0.0,,
2009-04-16,10000.0,0.0,,
2009-04-17,10000.0,0.0,,
2009-04-20,10000.0,0.0,,
2009-04-21,10000.0,0.0,,
2009-04-22,10000.0,0.0,,
2009-04-23,10000.0,0.0,,
2009-04-24,10000.0,0.0,,
2009-04-27,10000.0,0.0,,
2009-04-28,10000.0,0.0,,
2009-04-29,10000.0,0.0,,
2009-04-30,10000.0,0.0,,
2009-05-01,10000.0,0.0,,
2009-05-04,10000.0,0.0,,
2009-05-05,10000.0,0.0,,
2009-05-06,10000.0,0.0,,
2009-05-07,10000.0,0.0,,
2009-05-08,10000.0,0.0,,
2009-05-11,10000.0,0.0,,
2009-05-12,10000.0,0.0,,
2009-05-13,10000.0,0.0,,
2009-05-14,10000.0,0.0,,
2009-05-15,10000.0,0.0,,
2009-05-18,10000.0,0.0,,
2009-05-19,10000.0,0.0,,
2009-05-20,10000.0,0.0,,
2009-05-21,10000.0,0.0,,
2009-05-22,10000.0,0.0,,
2009-05-26,10000.0,0.0,,
2009-05-27,10000.0,0.0,,
2009-05-28,10000.0,0.0,,
2009-05-29,10000.0,0.0,,
2009-06-01,10000.0,0.0,,
2009-06-02,10000.0,0.0,,
2009-06-03,10000.0,0.0,,
2009-06-04,10000.0,0.0,,
2009-06-05,10000.0,0.0,,
2009-06-08,10000.0,0.0,,
2009-06-09,10000.0,0.0,,
2009-06-10,10000.0,0.0,,
2009-06-11,10000.0,0.0,,
2009-06-12,10000.0,0.0,,
2009-06-15,10000.0,0.0,,
2009-06-16,10000.0,0.0,,
2009-06-17,10000.0,0.0,,
2009-06-18,10000.0,0.0,,
2009-06-19,10000.0,0.0,,
2009-06-22,10000.0,0.0,,
2009-06-23,10000.0,0.0,,
2009-06-24,10000.0,0.0,,
2009-06-25,10000.0,0.0,,
2009-06-26,10000.0,0.0,,
2009-06-29,10000.0,0.0,,
2009-06-30,10000.0,0.0,,
2009-07-01,10000.0,0.0,,
2009-07-02,10000.0,0.0,,
2009-07-06,10000.0,0.0,,
2009-07-07,10000.0,0.0,,
2009-07-08,10000.0,0.0,,
2009-07-09,10000.0,0.0,,
2009-07-10,10000.0,0.0,,
2009-07-13,10000.0,0.0,,
2009-07-14,10000.0,0.0,,
2009-07-15,10000.0,0.0,,
2009-07-16,10000.0,0.0,,
