Date,Equity,DrawdownPct,DrawdownDuration,3 year delta
1993-01-29,10000.0,0.0,,
1993-02-01,10000.0,0.0,,
1993-02-02,10056.75,0.0,,
1993-02-03,10099.3125,0.0,,
1993-02-04,10227.0,0.0,,
1993-02-05,10227.0,0.0,,
1993-02-08,10227.0,0.0,,
1993-02-09,10191.53125,0.0034681480395032382,,
1993-02-10,10156.0625,0.0069362960790065875,,
1993-02-11,10184.4375,0.004161777647403886,,
1993-02-12,10205.71875,0.002080888823701943,,
1993-02-16,10113.5,0.011098073726410473,,
1993-02-17,9886.5,0.03329422117923142,,
1993-02-18,9992.90625,0.022889777060721594,,
1993-02-19,9872.3125,0.034681480395032716,,
1993-02-22,9936.15625,0.028438813923926887,,
1993-02-23,9971.625,0.024970665884423537,,
1993-02-24,9943.25,0.02774518431602624,,
1993-02-25,10056.75,0.016647110589615766,,
1993-02-26,10106.40625,0.011791703334311121,,
1993-03-01,10134.78125,0.00901718490270853,,
1993-03-02,10078.03125,0.014566221765913712,,
1993-03-03,10234.09375,0.0,23 days,
1993-03-04,10276.65625,0.0,,
1993-03-05,10219.90625,0.005522224215683047,,
1993-03-08,10198.625,0.0075930582965640925,,
1993-03-09,10383.0625,0.0,5 days,
1993-03-10,10368.875,0.0013664080323122496,,
1993-03-11,10397.25,0.0,2 days,
1993-03-12,10276.65625,0.011598619827358214,,
1993-03-15,10248.28125,0.014327706845560173,,
1993-03-16,10305.03125,0.008869532809156255,,
1993-03-17,10290.84375,0.010234076318257235,,
1993-03-18,10283.75,0.010916348072807724,,
1993-03-19,10297.9375,0.009551804563706745,,
1993-03-22,10141.875,0.024561783163817408,,
1993-03-23,10212.8125,0.01773906561831251,,
1993-03-24,10191.53125,0.01978588088196398,,
1993-03-25,10212.8125,0.01773906561831251,,
1993-03-26,10262.46875,0.012963163336459194,,
1993-03-29,10219.90625,0.01705679386376202,,
1993-03-30,10269.5625,0.012280891581908704,,
1993-03-31,10312.125,0.008187261054605766,,
1993-04-01,10290.84375,0.010234076318257235,,
1993-04-02,10156.0625,0.02319723965471643,,
1993-04-05,10106.40625,0.027973141936569745,,
1993-04-06,10099.3125,0.028655413691120235,,
1993-04-07,10063.84375,0.032066772463872684,,
1993-04-08,10127.6875,0.025926326672918276,,
1993-04-12,10170.25,0.02183269614561545,,
1993-04-13,10205.71875,0.018421337372863,,
1993-04-14,10241.1875,0.015009978600110552,,
1993-04-15,10212.8125,0.01773906561831251,,
1993-04-16,10227.0,0.01637452210921153,,
1993-04-19,10219.90625,0.01705679386376202,,
1993-04-20,10163.15625,0.02251496790016594,,
1993-04-21,10148.96875,0.023879511409266918,,
1993-04-22,10078.03125,0.030702228954771704,,
1993-04-23,9971.625,0.04093630527302894,,
1993-04-26,9957.4375,0.04230084878212992,,
1993-04-27,9858.125,0.05185265334583666,,
1993-04-28,9964.53125,0.04161857702757943,,
1993-04-29,9978.71875,0.04025403351847845,,
1993-04-30,10035.46875,0.03479585948207464,,
1993-05-03,10028.375,0.03547813123662502,,
1993-05-04,10099.3125,0.028655413691120235,,
1993-05-05,10113.5,0.027290870182019256,,
1993-05-06,10127.6875,0.025926326672918276,,
1993-05-07,10113.5,0.027290870182019256,,
1993-05-10,10099.3125,0.028655413691120235,,
1993-05-11,10106.40625,0.027973141936569745,,
1993-05-12,10106.40625,0.027973141936569745,,
1993-05-13,10092.21875,0.029337685445670725,,
1993-05-14,10014.1875,0.036842674745726,,
1993-05-17,10035.46875,0.03479585948207464,,
1993-05-18,10049.65625,0.03343131597297366,,
1993-05-19,10035.46875,0.03479585948207464,,
1993-05-20,10241.1875,0.015009978600110552,,
1993-05-21,10276.65625,0.011598619827358214,,
1993-05-24,10198.625,0.01910360912741349,,
1993-05-25,10262.46875,0.012963163336459194,,
1993-05-26,10269.5625,0.012280891581908704,,
1993-05-27,10383.0625,0.0013645435091009794,,
1993-05-28,10326.3125,0.006822717545504786,,
1993-06-01,10319.21875,0.007504989300055276,,
1993-06-02,10354.6875,0.004093630527302938,,
1993-06-03,10347.59375,0.004775902281853428,,
1993-06-04,10305.03125,0.008869532809156255,,
1993-06-07,10319.21875,0.007504989300055276,,
1993-06-08,10234.09375,0.01569225035466104,,
1993-06-09,10205.71875,0.018421337372863,,
1993-06-10,10198.625,0.01910360912741349,,
1993-06-11,10248.28125,0.014327706845560173,,
1993-06-14,10269.5625,0.012280891581908704,,
1993-06-15,10255.375,0.013645435091009683,,
1993-06-16,10219.90625,0.01705679386376202,,
1993-06-17,10262.46875,0.012963163336459194,,
1993-06-18,10198.625,0.01910360912741349,,
1993-06-21,10148.96875,0.023879511409266918,,
1993-06-22,10156.0625,0.02319723965471643,,
1993-06-23,10148.96875,0.023879511409266918,,
1993-06-24,10085.125,0.030019957200221214,,
1993-06-25,10184.4375,0.02046815263651447,,
1993-06-28,10234.09375,0.01569225035466104,,
1993-06-29,10283.75,0.010916348072807724,,
1993-06-30,10262.46875,0.012963163336459194,,
1993-07-01,10262.46875,0.012963163336459194,,
1993-07-02,10184.4375,0.02046815263651447,,
1993-07-06,10148.96875,0.023879511409266918,,
1993-07-07,10049.65625,0.03343131597297366,,
1993-07-08,10092.21875,0.029337685445670725,,
1993-07-09,10198.625,0.01910360912741349,,
1993-07-12,10212.8125,0.01773906561831251,,
1993-07-13,10227.0,0.01637452210921153,,
1993-07-14,10219.90625,0.01705679386376202,,
1993-07-15,10241.1875,0.015009978600110552,,
1993-07-16,10212.8125,0.01773906561831251,,
1993-07-19,10177.34375,0.02115042439106496,,
1993-07-20,10163.15625,0.02251496790016594,,
1993-07-21,10184.4375,0.02046815263651447,,
1993-07-22,10177.34375,0.02115042439106496,,
1993-07-23,10141.875,0.024561783163817408,,
1993-07-26,10198.625,0.01910360912741349,,
1993-07-27,10234.09375,0.01569225035466104,,
1993-07-28,10198.625,0.01910360912741349,,
1993-07-29,10219.90625,0.01705679386376202,,
1993-07-30,10255.375,0.013645435091009683,,
1993-08-02,10212.8125,0.01773906561831251,,
1993-08-03,10248.28125,0.014327706845560173,,
1993-08-04,10234.09375,0.01569225035466104,,
1993-08-05,10234.09375,0.01569225035466104,,
1993-08-06,10241.1875,0.015009978600110552,,
1993-08-09,10255.375,0.013645435091009683,,
1993-08-10,10276.65625,0.011598619827358214,,
1993-08-11,10269.5625,0.012280891581908704,,
1993-08-12,10305.03125,0.008869532809156255,,
1993-08-13,10255.375,0.013645435091009683,,
1993-08-16,10269.5625,0.012280891581908704,,
1993-08-17,10312.125,0.008187261054605766,,
1993-08-18,10390.15625,0.0006822717545504897,,
1993-08-19,10418.53125,0.0,161 days,
1993-08-20,10390.15625,0.002723512491264013,,
1993-08-23,10375.96875,0.004085268736896075,,
1993-08-24,10397.25,0.002042634368448093,,
1993-08-25,10510.75,0.0,6 days,
1993-08-26,10524.9375,0.0,,
1993-08-27,10496.5625,0.002695978004619959,,
1993-08-30,10524.9375,0.0,4 days,
1993-08-31,10553.3125,0.0,,
1993-09-01,10553.3125,0.0,,
1993-09-02,10581.6875,0.0,,
1993-09-03,10532.03125,0.0046926588977419526,,
1993-09-07,10546.21875,0.003351899212672871,,
1993-09-08,10475.28125,0.010055697638018501,,
1993-09-09,10397.25,0.01742987590589873,,
1993-09-10,10489.46875,0.00871493795294942,,
1993-09-13,10588.78125,0.0,11 days,
1993-09-14,10532.03125,0.005359445875794289,,
1993-09-15,10475.28125,0.010718891751588466,,
1993-09-16,10532.03125,0.005359445875794289,,
1993-09-17,10432.71875,0.014738476158434155,,
1993-09-20,10432.71875,0.014738476158434155,,
1993-09-21,10347.59375,0.022777644972125533,,
1993-09-22,10333.40625,0.024117506441074132,,
1993-09-23,10411.4375,0.016748268361857055,,
1993-09-24,10425.625,0.015408406892908455,,
1993-09-27,10489.46875,0.009379030282639977,,
1993-09-28,10532.03125,0.005359445875794289,,
1993-09-29,10503.65625,0.008039168813691377,,
