,Date,UPRO,Unnamed: 2,URPO_PRICES
1371,10/21/91,-1.5%,,1.15483209278663
1372,10/22/91,-1.7%,,1.1351999472092573
1373,10/23/91,0.0%,,1.1351999472092573
1374,10/24/91,-2.3%,,1.1090903484234444
1375,10/25/91,-0.6%,,1.1024358063329038
1376,10/28/91,4.1%,,1.1476356743925529
1377,10/29/91,1.5%,,1.164850209508441
1378,10/30/91,1.1%,,1.1776635618130338
1379,10/31/91,-0.4%,,1.1729529075657816
1380,11/1/91,-0.9%,,1.1623963313976895
1381,11/4/91,-0.7%,,1.1542595570779057
1382,11/5/91,-1.1%,,1.1415627019500487
1383,11/6/91,1.0%,,1.1529783289695492
1384,11/7/91,2.9%,,1.1864147005096661
1385,11/8/91,-0.5%,,1.1804826270071178
1386,11/11/91,0.2%,,1.182843592261132
1387,11/12/91,2.7%,,1.2147803692521824
1388,11/13/91,0.5%,,1.2208542710984431
1389,11/14/91,-0.2%,,1.2184125625562463
1390,11/15/91,-10.9%,,1.0856055932376154
1391,11/18/91,2.0%,,1.1073177051023677
1392,11/19/91,0.0%,,1.1073177051023677
1393,11/20/91,-5.2%,,1.0497371844370444
1394,11/21/91,1.2%,,1.062334030650289
1395,11/22/91,-3.0%,,1.0304640097307805
1396,11/25/91,-0.7%,,1.023250761662665
1397,11/26/91,2.1%,,1.0447390276575808
1398,11/27/91,-1.1%,,1.0332468983533474
1399,11/29/91,-1.1%,,1.0218811824714606
1400,12/2/91,4.9%,,1.0719533604125622
1401,12/3/91,-0.4%,,1.067665546970912
1402,12/4/91,-0.7%,,1.0601918881421155
1403,12/5/91,-2.1%,,1.0379278584911311
1404,12/6/91,1.3%,,1.0514209206515157
1405,12/9/91,-0.7%,,1.044060974206955
1406,12/10/91,-0.3%,,1.0409287912843341
1407,12/11/91,-0.2%,,1.0388469337017654
1408,12/12/91,3.0%,,1.0700123417128184
1409,12/13/91,2.3%,,1.0946226255722131
1410,12/16/91,-0.1%,,1.093528002946641
1411,12/17/91,-1.3%,,1.0793121389083347
1412,12/18/91,0.5%,,1.0847086996028763
1413,12/19/91,-0.8%,,1.0760310300060534
1414,12/20/91,3.6%,,1.1147681470862714
1415,12/23/91,-0.1%,,1.1136533789391851
1416,12/24/91,9.6%,,1.220564103317347
1417,12/26/91,4.2%,,1.2718277956566757
1418,12/27/91,1.2%,,1.2870897292045558
1419,12/30/91,6.3%,,1.3681763821444428
1420,12/31/91,1.4%,,1.3873308514944651
1421,1/2/92,0.1%,,1.3887181823459593
1422,1/3/92,1.4%,,1.4081602368988029
1423,1/6/92,-0.9%,,1.3954867947667136
1424,1/7/92,-0.4%,,1.3899048475876468
1425,1/8/92,0.5%,,1.3968543718255848
1426,1/9/92,-0.4%,,1.3912669543382825
1427,1/10/92,-1.9%,,1.364832882205855
1428,1/13/92,-0.6%,,1.35664388491262
1429,1/14/92,4.4%,,1.4163362158487751
1430,1/15/92,0.3%,,1.4205852244963213
1431,1/16/92,-1.8%,,1.3950146904553875
1432,1/17/92,0.4%,,1.400594749217209
1433,1/20/92,-0.1%,,1.3991941544679918
1434,1/21/92,-4.4%,,1.3376296116714002
1435,1/22/92,3.9%,,1.3897971665265847
1436,1/23/92,-2.3%,,1.3578318316964733
1437,1/24/92,0.4%,,1.3632631590232591
1438,1/27/92,-0.4%,,1.3578101063871661
1439,1/28/92,0.0%,,1.3578101063871661
1440,1/29/92,-3.3%,,1.3130023728763895
1441,1/30/92,0.9%,,1.324819394232277
1442,1/31/92,-2.0%,,1.2983230063476314
1443,2/3/92,0.5%,,1.3048146213793694
1444,2/4/92,3.2%,,1.3465686892635094
1445,2/5/92,0.0%,,1.3465686892635094
1446,2/6/92,0.1%,,1.3479152579527727
1447,2/7/92,-1.9%,,1.32230486805167
1448,2/10/92,1.9%,,1.3474286605446517
1449,2/11/92,0.1%,,1.3487760892051963
1450,2/12/92,2.4%,,1.381146715346121
1451,2/13/92,-2.5%,,1.3466180474624678
1452,2/14/92,-0.8%,,1.335845103082768
1453,2/18/92,-3.8%,,1.2850829891656228
1454,2/19/92,0.7%,,1.294078570089782
1455,2/20/92,4.1%,,1.3471357914634632
1456,2/21/92,-1.8%,,1.3228873472171208
1457,2/24/92,0.5%,,1.3295017839532062
1458,2/25/92,-1.3%,,1.3122182607618145
1459,2/26/92,3.5%,,1.358145899888478
1460,2/27/92,-1.0%,,1.3445644408895931
1461,2/28/92,-0.9%,,1.3324633609215868
1462,3/2/92,-0.1%,,1.3311308975606653
1463,3/3/92,0.4%,,1.3364554211509079
1464,3/4/92,-2.6%,,1.3017075802009843
1465,3/5/92,-2.1%,,1.2743717210167635
1466,3/6/92,-1.5%,,1.255256145201512
1467,3/9/92,0.6%,,1.262787682072721
1468,3/10/92,1.2%,,1.2779411342575937
1469,3/11/92,-2.1%,,1.2511043704381841
1470,3/12/92,-0.2%,,1.2486021616973078
1471,3/13/92,1.5%,,1.2673311941227672
1472,3/16/92,0.3%,,1.2711331877051353
1473,3/17/92,2.4%,,1.3016403842100586
1474,3/18/92,-0.3%,,1.2977354630574285
1475,3/19/92,0.4%,,1.3029264049096583
1476,3/20/92,1.0%,,1.3159556689587548
1477,3/23/92,-1.0%,,1.3027961122691674
1478,3/24/92,-0.8%,,1.292373743371014
1479,3/25/92,-0.8%,,1.282034753424046
1480,3/26/92,0.2%,,1.284598822930894
1481,3/27/92,-3.2%,,1.2434916605971054
1482,3/30/92,-0.4%,,1.238517693954717
1483,3/31/92,0.5%,,1.2447102824244904
1484,4/1/92,0.4%,,1.2496891235541885
1485,4/2/92,-2.9%,,1.213448138971117
1486,4/3/92,0.8%,,1.2231557240828859
1487,4/6/92,3.0%,,1.2598503958053724
1488,4/7/92,-5.5%,,1.1905586240360768
1489,4/8/92,-2.7%,,1.1584135411871028
1490,4/9/92,4.7%,,1.2128589776228966
1491,4/10/92,2.7%,,1.2456061700187147
1492,4/13/92,1.3%,,1.2617990502289578
1493,4/14/92,4.6%,,1.31984180653949
1494,4/15/92,2.8%,,1.3567973771225956
1495,4/16/92,-0.2%,,1.3540837823683505
1496,4/20/92,-4.4%,,1.294504095944143
1497,4/21/92,0.1%,,1.295798600040087
1498,4/22/92,-0.3%,,1.2919112042399667
1499,4/23/92,1.3%,,1.3087060498950862
1500,4/24/92,-1.9%,,1.2838406349470795
1501,4/27/92,-0.5%,,1.277421431772344
1502,4/28/92,0.5%,,1.2838085389312055
1503,4/29/92,2.1%,,1.3107685182487607
1504,4/30/92,2.1%,,1.3382946571319845
1505,5/1/92,-1.8%,,1.3142053533036087
1506,5/4/92,3.2%,,1.356259924609324
1507,5/5/92,0.0%,,1.356259924609324
1508,5/6/92,0.0%,,1.356259924609324
1509,5/7/92,-0.4%,,1.3508348849108869
1510,5/8/92,0.1%,,1.3521857197957976
1511,5/11/92,1.8%,,1.376525062752122
1512,5/12/92,-1.5%,,1.3558771868108401
1513,5/13/92,0.1%,,1.3572330639976509
1514,5/14/92,-2.4%,,1.3246594704617072
1515,5/15/92,-2.2%,,1.2955169621115497
1516,5/18/92,2.2%,,1.3240183352780037
1517,5/19/92,2.6%,,1.3584428119952319
1518,5/20/92,-0.7%,,1.3489337123112652
1519,5/21/92,-2.1%,,1.3206061043527286
1520,5/22/92,1.1%,,1.3351327715006085
1521,5/26/92,-1.9%,,1.309765248842097
1522,5/27/92,0.5%,,1.3163140750863074
1523,5/28/92,3.3%,,1.3597524395641554
1524,5/29/92,-0.9%,,1.347514667608078
1525,6/1/92,1.4%,,1.366379872954591
1526,6/2/92,-2.6%,,1.3308539962577717
1527,6/3/92,0.7%,,1.340169974231576
1528,6/4/92,-0.9%,,1.3281084444634919
1529,6/5/92,0.1%,,1.3294365529079553
1530,6/8/92,-0.1%,,1.3281071163550473
1531,6/9/92,-2.3%,,1.2975606526788812
1532,6/10/92,-2.0%,,1.2716094396253035
1533,6/11/92,1.3%,,1.2881403623404324
1534,6/12/92,0.5%,,1.2945810641521345
1535,6/15/92,0.3%,,1.2984648073445908
1536,6/16/92,-1.4%,,1.2802863000417666
1537,6/17/92,-4.5%,,1.222673416539887
1538,6/18/92,-1.0%,,1.210446682374488
1539,6/19/92,2.0%,,1.2346556160219777
1540,6/22/92,-0.3%,,1.2309516491739119
1541,6/23/92,0.4%,,1.2358754557706075
1542,6/24/92,0.0%,,1.2358754557706075
1543,6/25/92,-0.6%,,1.228460203035984
1544,6/26/92,0.3%,,1.2321455836450916
1545,6/29/92,4.0%,,1.2814314069908954
1546,6/30/92,-0.5%,,1.275024249955941
1547,7/1/92,3.4%,,1.3183750744544431
1548,7/2/92,-0.9%,,1.3065096987843532
1549,7/6/92,1.6%,,1.327413853964903
1550,7/7/92,-3.4%,,1.2822817829300963
1551,7/8/92,0.8%,,1.2925400371935372
1552,7/9/92,2.9%,,1.3300236982721496
1553,7/10/92,0.3%,,1.3340137693669658
1554,7/13/92,0.1%,,1.3353477831363327
1555,7/14/92,2.0%,,1.3620547387990594
1556,7/15/92,-0.5%,,1.3552444651050641
1557,7/16/92,0.4%,,1.3606654429654843
1558,7/17/92,-1.4%,,1.3416161267639675
1559,7/20/92,-1.4%,,1.322833500989272
1560,7/21/92,-0.1%,,1.3215106674882828
1561,7/22/92,-2.0%,,1.2950804541385172
1562,7/23/92,0.8%,,1.3054410977716253
1563,7/24/92,-0.4%,,1.3002193333805387
1564,7/27/92,-0.1%,,1.298919114047158
1565,7/28/92,4.4%,,1.3560715550652331
1566,7/29/92,3.4%,,1.4021779879374512
1567,7/30/92,1.2%,,1.4190041237927007
1568,7/31/92,0.2%,,1.421842132040286
1569,8/3/92,0.7%,,1.4317950269645678
1570,8/4/92,-0.5%,,1.424636051829745
1571,8/5/92,-1.5%,,1.4032665110522988
1572,8/6/92,-1.1%,,1.3878305794307235
1573,8/7/92,-1.2%,,1.3711766124775548
1574,8/10/92,0.5%,,1.3780324955399426
1575,8/11/92,-0.4%,,1.3725203655577827
1576,8/12/92,-0.8%,,1.3615402026333203
1577,8/13/92,0.0%,,1.3615402026333203
1578,8/14/92,1.6%,,1.3833248458754535
1579,8/17/92,0.6%,,1.3916247949507061
1580,8/18/92,0.4%,,1.397191294130509
1581,8/19/92,-2.2%,,1.3664530856596377
1582,8/20/92,0.1%,,1.3678195387452972
1583,8/21/92,-2.5%,,1.3336240502766648
1584,8/24/92,-3.0%,,1.2936153287683647
1585,8/25/92,0.7%,,1.302670636069743
1586,8/26/92,1.4%,,1.3209080249747196
1587,8/27/92,0.1%,,1.3222289329996941
1588,8/28/92,0.9%,,1.3341289933966913
1589,8/31/92,-0.6%,,1.3261242194363112
1590,9/1/92,1.6%,,1.3473422069472922
1591,9/2/92,1.4%,,1.3662049978445543
1592,9/3/92,0.0%,,1.3662049978445543
1593,9/4/92,-0.7%,,1.3566415628596424
1594,9/8/92,-1.9%,,1.3308653731653093
1595,9/9/92,1.4%,,1.3494974883896236
1596,9/10/92,2.6%,,1.3845844230877538
1597,9/11/92,-0.2%,,1.3818152542415783
1598,9/14/92,4.0%,,1.4370878644112415
1599,9/15/92,-3.7%,,1.3839156134280255
1600,9/16/92,0.1%,,1.3852995290414534
1601,9/17/92,0.0%,,1.3852995290414534
1602,9/18/92,2.2%,,1.4157761186803655
1603,9/21/92,-0.6%,,1.4072814619682832
1604,9/22/92,-3.6%,,1.356619329337425
1605,9/23/92,0.2%,,1.3593325679960997
1606,9/24/92,0.9%,,1.3715665611080645
1607,9/25/92,-3.0%,,1.3304195642748224
1608,9/28/92,1.6%,,1.3517062773032196
1609,9/29/92,0.1%,,1.3530579835805225
1610,9/30/92,0.7%,,1.362529389465586
1611,10/1/92,-1.1%,,1.3475415661814647
1612,10/2/92,-4.2%,,1.2909448204018432
1613,10/5/92,-2.1%,,1.2638349791734045
1614,10/6/92,-0.3%,,1.2600434742358844
1615,10/7/92,-2.2%,,1.2323225178026949
1616,10/8/92,2.6%,,1.264362903265565
1617,10/9/92,-3.8%,,1.2163171129414734
1618,10/12/92,3.5%,,1.258888211894425
1619,10/13/92,1.4%,,1.276512646860947
1620,10/14/92,0.1%,,1.2777891595078077
1621,10/15/92,0.1%,,1.2790669486673154
1622,10/16/92,1.5%,,1.298252952897325
1623,10/19/92,2.3%,,1.3281127708139633
1624,10/20/92,0.4%,,1.3334252218972191
1625,10/21/92,0.1%,,1.3347586471191162
1626,10/22/92,-0.6%,,1.3267500952364015
1627,10/23/92,-0.6%,,1.318789594664983
1628,10/26/92,3.0%,,1.3583532825049325
1629,10/27/92,0.2%,,1.3610699890699423
1630,10/28/92,1.2%,,1.3774028289387816
1631,10/29/92,0.5%,,1.3842898430834754
1632,10/30/92,-1.6%,,1.3621412055941398
1633,11/2/92,2.9%,,1.4016433005563698
1634,11/3/92,-1.9%,,1.3750120778457988
1635,11/4/92,-2.0%,,1.3475118362888827
1636,11/5/92,1.1%,,1.3623344664880603
1637,11/6/92,-0.4%,,1.3568851286221082
1638,11/9/92,0.6%,,1.365026439393841
1639,11/10/92,0.1%,,1.3663914658332346
1640,11/11/92,2.5%,,1.4005512524790653
1641,11/12/92,0.4%,,1.4061534574889816
1642,11/13/92,-0.3%,,1.4019349971165147
1643,11/16/92,-1.2%,,1.3851117771511166
1644,11/17/92,-1.0%,,1.3712606593796053
1645,11/18/92,2.5%,,1.4055421758640954
1646,11/19/92,0.6%,,1.4139754289192799
1647,11/20/92,2.1%,,1.4436689129265845
1648,11/23/92,-1.1%,,1.427788554884392
1649,11/24/92,1.8%,,1.4534887488723112
1650,11/25/92,1.1%,,1.4694771251099064
1651,11/27/92,0.7%,,1.4797634649856755
1652,11/30/92,0.8%,,1.491601572705561
1653,12/1/92,-0.4%,,1.4856351664147387
1654,12/2/92,-0.5%,,1.478206990582665
1655,12/3/92,0.0%,,1.478206990582665
1656,12/4/92,1.4%,,1.4989018884508223
1657,12/7/92,2.3%,,1.5333766318851911
1658,12/8/92,1.1%,,1.5502437748359281
1659,12/9/92,-0.8%,,1.5378418246372407
1660,12/10/92,-0.7%,,1.52707693186478
1661,12/11/92,-0.6%,,1.5179144702735914
1662,12/14/92,-0.6%,,1.5088069834519497
1663,12/15/92,-0.2%,,1.505789369485046
1664,12/16/92,-0.8%,,1.4937430545291654
1665,12/17/92,2.8%,,1.5355678600559821
1666,12/18/92,4.0%,,1.5969905744582213
1667,12/21/92,-0.5%,,1.5890056215859303
1668,12/22/92,-0.3%,,1.5842386047211725
1669,12/23/92,-0.9%,,1.569980457278682
1670,12/24/92,0.6%,,1.579400340022354
1671,12/28/92,-0.4%,,1.5730827386622646
1672,12/29/92,-0.8%,,1.5604980767529664
1673,12/30/92,0.6%,,1.5698610652134841
1674,12/31/92,0.0%,,1.5698610652134841
1675,1/4/93,-2.3%,,1.533754260713574
1676,1/5/93,-0.7%,,1.5230179808885789
1677,1/6/93,0.1%,,1.5245409988694674
1678,1/7/93,-2.7%,,1.4833783918999917
1679,1/8/93,-1.2%,,1.4655778511971917
1680,1/11/93,1.4%,,1.4860959411139525
1681,1/12/93,0.0%,,1.4860959411139525
1682,1/13/93,1.4%,,1.506901284289548
1683,1/14/93,2.0%,,1.537039309975339
1684,1/15/93,0.8%,,1.5493356244551417
1685,1/18/93,-0.2%,,1.5462369532062314
1686,1/19/93,-1.2%,,1.5276821097677566
1687,1/20/93,-1.3%,,1.5078222423407759
1688,1/21/93,1.4%,,1.5289317537335467
1689,1/22/93,0.4%,,1.5350474807484809
1690,1/25/93,2.6%,,1.5749587152479414
1691,1/26/93,0.0%,,1.5749587152479414
1692,1/27/93,-1.3%,,1.5544842519497182
1693,1/28/93,0.3%,,1.559147704705567
1694,1/29/93,0.1%,,1.5607068524102725
1695,2/1/93,2.6%,,1.6012852305729397
1696,2/2/93,0.1%,,1.6028865158035124
1697,2/3/93,3.1%,,1.6525759977934211
1698,2/4/93,1.8%,,1.6823223657537028
1699,2/5/93,-0.4%,,1.6755930762906879
1700,2/8/93,-0.7%,,1.6638639247566531
1701,2/9/93,-1.6%,,1.6372421019605468
1702,2/10/93,0.5%,,1.6454283124703493
1703,2/11/93,1.0%,,1.6618825955950527
1704,2/12/93,-2.0%,,1.6286449436831516
1705,2/16/93,-7.2%,,1.5113825077379646
1706,2/17/93,-0.5%,,1.5038255951992747
1707,2/18/93,-1.0%,,1.488787339247282
1708,2/19/93,1.6%,,1.5126079366752385
1709,2/22/93,0.7%,,1.523196192231965
1710,2/23/93,-0.3%,,1.5186266036552691
1711,2/24/93,4.2%,,1.5824089210087906
1712,2/25/93,1.0%,,1.5982330102188784
1713,2/26/93,0.7%,,1.6094206412904104
1714,3/1/93,-0.9%,,1.5949358555187967
1715,3/2/93,4.0%,,1.6587332897395486
1716,3/3/93,1.0%,,1.6753206226369441
1717,3/4/93,-1.3%,,1.6535414545426639
1718,3/5/93,-0.7%,,1.6419666643608652
1719,3/8/93,5.8%,,1.7372007308937956
1720,3/9/93,-0.2%,,1.733726329432008
1721,3/10/93,1.2%,,1.7545310453851921
1722,3/11/93,-1.8%,,1.7229494865682586
1723,3/12/93,-2.5%,,1.6798757494040522
1724,3/15/93,1.0%,,1.6966745068980926
1725,3/16/93,0.0%,,1.6966745068980926
1726,3/17/93,-2.1%,,1.6610443422532326
1727,3/18/93,2.4%,,1.7009094064673103
1728,3/19/93,-1.1%,,1.6821994029961698
1729,3/22/93,-1.0%,,1.6653774089662081
1730,3/23/93,-0.1%,,1.663712031557242
1731,3/24/93,-0.4%,,1.657057183431013
1732,3/25/93,2.0%,,1.6901983270996332
1733,3/26/93,-2.1%,,1.654704162230541
1734,3/29/93,2.1%,,1.6894529496373822
1735,3/30/93,0.8%,,1.7029685732344813
1736,3/31/93,-0.2%,,1.6995626360880123
1737,4/1/93,-0.9%,,1.6842665723632202
1738,4/2/93,-5.8%,,1.5865791111661534
1739,4/5/93,0.6%,,1.5960985858331502
1740,4/6/93,-0.8%,,1.583329797146485
1741,4/7/93,1.1%,,1.6007464249150962
1742,4/8/93,0.0%,,1.6007464249150962
1743,4/12/93,3.7%,,1.6599740426369547
1744,4/13/93,0.5%,,1.6682739128501394
1745,4/14/93,-0.4%,,1.6616008171987389
1746,4/15/93,-0.2%,,1.6582776155643413
1747,4/16/93,0.3%,,1.663252448411034
1748,4/19/93,-1.1%,,1.6449566714785127
1749,4/20/93,-1.6%,,1.6186373647348564
1750,4/21/93,-1.0%,,1.6024509910875078
1751,4/22/93,-2.8%,,1.5575823633370576
1752,4/23/93,-1.7%,,1.5311034631603275
1753,4/26/93,-2.4%,,1.4943569800444796
1754,4/27/93,3.1%,,1.5406820464258584
1755,4/28/93,0.0%,,1.5406820464258584
1756,4/29/93,0.6%,,1.5499261387044134
1757,4/30/93,0.9%,,1.563875473952753
1758,5/3/93,1.5%,,1.587333606062044
1759,5/4/93,1.1%,,1.6047942757287263
1760,5/5/93,0.3%,,1.6096086585559124
1761,5/6/93,-0.8%,,1.596731789287465
1762,5/7/93,-0.5%,,1.5887481303410278
1763,5/10/93,0.4%,,1.595103122862392
1764,5/11/93,1.1%,,1.6126492572138782
1765,5/12/93,0.3%,,1.6174872049855196
1766,5/13/93,-3.7%,,1.5576401784010554
1767,5/14/93,0.3%,,1.5623130989362584
1768,5/17/93,0.6%,,1.5716869775298759
1769,5/18/93,-0.1%,,1.5701152905523459
1770,5/19/93,5.0%,,1.6486210550799631
1771,5/20/93,2.0%,,1.6815934761815625
1772,5/21/93,-3.2%,,1.6277824849437526
1773,5/24/93,1.4%,,1.6505714397329652
1774,5/25/93,0.6%,,1.660474868371363
1775,5/26/93,3.1%,,1.7119495892908752
1776,5/27/93,-0.7%,,1.699965942165839
1777,5/28/93,-1.4%,,1.6761664189755172
1778,6/1/93,2.3%,,1.714718246611954
1779,6/2/93,0.1%,,1.7164329648585657
1780,6/3/93,-0.9%,,1.7009850681748386
1781,6/4/93,-1.6%,,1.6737693070840411
1782,6/7/93,-1.6%,,1.6469889981706964
1783,6/8/93,-2.0%,,1.6140492182072825
1784,6/9/93,0.8%,,1.6269616119529409
1785,6/10/93,-0.3%,,1.622080727117082
1786,6/11/93,1.3%,,1.643167776569604
1787,6/14/93,0.3%,,1.6480972798993125
1788,6/15/93,-1.0%,,1.6316163071003194
1789,6/16/93,0.8%,,1.644669237557122
1790,6/17/93,0.8%,,1.657826591457579
1791,6/18/93,-3.3%,,1.6031183139394787
1792,6/21/93,1.7%,,1.6303713252764496
1793,6/22/93,-0.2%,,1.6271105826258967
1794,6/23/93,-1.8%,,1.5978225921386304
1795,6/24/93,2.4%,,1.6361703343499576
1796,6/25/93,0.6%,,1.6459873563560574
1797,6/28/93,2.9%,,1.6937209896903829
1798,6/29/93,-0.8%,,1.6801712217728597
1799,6/30/93,-0.1%,,1.6784910505510868
1800,7/1/93,-1.0%,,1.661706140045576
1801,7/2/93,-2.0%,,1.6284720172446643
1802,7/6/93,-3.0%,,1.5796178567273242
1803,7/7/93,0.9%,,1.59383441743787
1804,7/8/93,3.9%,,1.655993959717947
1805,7/9/93,-0.3%,,1.651025977838793
1806,7/12/93,0.5%,,1.6592811077279868
1807,7/13/93,-0.6%,,1.6493254210816188
1808,7/14/93,1.3%,,1.6707666515556798
1809,7/15/93,-0.6%,,1.6607420516463458
1810,7/16/93,-2.4%,,1.6208842424068335
1811,7/19/93,0.2%,,1.624126010891647
1812,7/20/93,0.8%,,1.6371190189787803
1813,7/21/93,-0.1%,,1.6354818999598015
1814,7/22/93,-1.8%,,1.606043225760525
1815,7/23/93,1.7%,,1.6333459605984537
1816,7/26/93,1.4%,,1.656212804046832
1817,7/27/93,-0.6%,,1.646275527222551
1818,7/28/93,-0.7%,,1.6347515985319931
1819,7/29/93,2.0%,,1.667446630502633
1820,7/30/93,-1.4%,,1.644102377675596
1821,8/2/93,1.4%,,1.6671198109630545
1822,8/3/93,-0.4%,,1.6604513317192022
1823,8/4/93,-0.5%,,1.6521490750606063
1824,8/5/93,-0.2%,,1.648844776910485
1825,8/6/93,0.3%,,1.6537913112412164
1826,8/9/93,1.6%,,1.6802519722210758
1827,8/10/93,-0.9%,,1.6651297044710862
1828,8/11/93,0.7%,,1.6767856124023837
1829,8/12/93,-1.0%,,1.6600177562783598
1830,8/13/93,0.8%,,1.6732978983285867
1831,8/16/93,1.5%,,1.6983973668035153
1832,8/17/93,0.6%,,1.7085877510043364
1833,8/18/93,1.8%,,1.7393423305224145
1834,8/19/93,0.3%,,1.7445603575139816
1835,8/20/93,-0.2%,,1.7410712367989536
1836,8/23/93,-0.7%,,1.7288837381413609
1837,8/24/93,3.0%,,1.7807502502856016
1838,8/25/93,0.3%,,1.7860925010364583
1839,8/26/93,0.7%,,1.7985951485437133
1840,8/27/93,-0.4%,,1.7914007679495385
1841,8/30/93,0.9%,,1.8075233748610842
1842,8/31/93,1.1%,,1.8274061319845558
1843,9/1/93,-0.3%,,1.821923913588602
1844,9/2/93,-1.2%,,1.800060826625539
1845,9/3/93,0.1%,,1.8018608874521642
1846,9/7/93,-1.9%,,1.767625530590573
1847,9/8/93,-1.3%,,1.7446463986928955
1848,9/9/93,0.7%,,1.7568589234837455
1849,9/10/93,2.7%,,1.8042941144178064
1850,9/13/93,0.2%,,1.807902702646642
1851,9/14/93,-1.3%,,1.7843999675122357
1852,9/15/93,1.1%,,1.8040283671548702
1853,9/16/93,-1.4%,,1.778771970014702
1854,9/17/93,-0.4%,,1.7716568821346432
1855,9/20/93,-2.5%,,1.7273654600812771
1856,9/21/93,-1.4%,,1.7031823436401392
1857,9/22/93,2.1%,,1.738949172856582
1858,9/23/93,1.0%,,1.7563386645851478
1859,9/24/93,0.0%,,1.7563386645851478
1860,9/27/93,2.7%,,1.8037598085289466
1861,9/28/93,-0.2%,,1.8001522889118886
1862,9/29/93,-0.9%,,1.7839509183116815
1863,9/30/93,-0.8%,,1.769679310965188
1864,10/1/93,1.6%,,1.7979941799406312
1865,10/4/93,0.1%,,1.7997921741205716
1866,10/5/93,-0.1%,,1.797992381946451
1867,10/6/93,-0.3%,,1.7925984048006116
1868,10/7/93,-1.1%,,1.7728798223478048
1869,10/8/93,0.7%,,1.7852899811042393
1870,10/11/93,0.4%,,1.7924311410286562
1871,10/12/93,0.1%,,1.7942235721696846
1872,10/13/93,0.2%,,1.7978120193140241
1873,10/14/93,3.5%,,1.860735439990015
1874,10/15/93,1.7%,,1.892367942469845
1875,10/18/93,-0.7%,,1.879121366872556
1876,10/19/93,-1.4%,,1.85281366773634
1877,10/20/93,-0.2%,,1.8491080404008673
1878,10/21/93,-0.5%,,1.8398625001988629
1879,10/22/93,-1.3%,,1.8159442876962777
1880,10/25/93,0.6%,,1.8268399534224553
1881,10/26/93,0.1%,,1.8286667933758776
1882,10/27/93,0.2%,,1.8323241269626294
1883,10/28/93,2.0%,,1.8689706095018819
1884,10/29/93,0.1%,,1.8708395801113835
1885,11/1/93,0.8%,,1.8858062967522746
1886,11/2/93,-0.4%,,1.8782630715652655
1887,11/3/93,-3.5%,,1.812523864060481
1888,11/4/93,-3.5%,,1.7490855288183642
1889,11/5/93,1.6%,,1.777070897279458
1890,11/8/93,0.4%,,1.7841791808685759
1891,11/9/93,0.1%,,1.7859633600494442
1892,11/10/93,2.2%,,1.825254553970532
1893,11/11/93,-0.7%,,1.8124777720927383
1894,11/12/93,1.8%,,1.8451023719904076
1895,11/15/93,-1.0%,,1.8266513482705036
1896,11/16/93,2.0%,,1.8631843752359136
1897,11/17/93,-1.2%,,1.8408261627330826
1898,11/18/93,-0.8%,,1.8260995534312179
1899,11/19/93,-0.6%,,1.8151429561106305
1900,11/22/93,-2.3%,,1.7733946681200858
1901,11/23/93,1.2%,,1.7946754041375268
1902,11/24/93,0.9%,,1.8108274827747644
1903,11/26/93,0.4%,,1.8180707927058635
1904,11/29/93,-0.7%,,1.8053442971569225
1905,11/30/93,-0.1%,,1.8035389528597656
1906,12/1/93,0.1%,,1.8053424918126253
1907,12/2/93,0.8%,,1.8197852317471264
1908,12/3/93,1.1%,,1.8398028692963446
1909,12/6/93,1.0%,,1.858200897989308
1910,12/7/93,0.2%,,1.8619172997852866
1911,12/8/93,-0.4%,,1.8544696305861454
1912,12/9/93,-1.2%,,1.8322159950191117
1913,12/10/93,-0.2%,,1.8285515630290734
1914,12/13/93,1.0%,,1.8468370786593642
1915,12/14/93,-1.7%,,1.815440848322155
1916,12/15/93,-0.8%,,1.8009173215355776
1917,12/16/93,1.0%,,1.8189264947509334
1918,12/17/93,2.0%,,1.8553050246459521
1919,12/20/93,-0.4%,,1.8478838045473682
1920,12/21/93,-0.4%,,1.8404922693291788
1921,12/22/93,1.3%,,1.8644186688304578
1922,12/23/93,0.0%,,1.8644186688304578
1923,12/27/93,2.2%,,1.905435879544728
1924,12/28/93,0.2%,,1.9092467513038174
1925,12/29/93,-0.2%,,1.9054282578012098
1926,12/30/93,-1.2%,,1.8825631187075953
1927,12/31/93,-1.4%,,1.8562072350456889
1928,1/3/94,-0.7%,,1.843213784400369
1929,1/4/94,1.0%,,1.8616459222443729
1930,1/5/94,0.5%,,1.8709541518555945
1931,1/6/94,-0.3%,,1.8653412894000279
1932,1/7/94,1.8%,,1.8989174326092284
1933,1/10/94,3.3%,,1.9615817078853328
1934,1/11/94,-0.7%,,1.9478506359301355
1935,1/12/94,0.0%,,1.9478506359301355
1936,1/13/94,-1.1%,,1.926424278934904
1937,1/14/94,1.6%,,1.9572470673978624
1938,1/17/94,-1.1%,,1.935717349656486
1939,1/18/94,0.6%,,1.9473316537544247
1940,1/19/94,0.0%,,1.9473316537544247
1941,1/20/94,0.4%,,1.9551209803694425
1942,1/21/94,-0.2%,,1.9512107384087036
1943,1/24/94,-1.7%,,1.9180401558557556
1944,1/25/94,-0.7%,,1.9046138747647654
1945,1/26/94,1.5%,,1.9331830828862366
1946,1/27/94,2.4%,,1.9795794768755064
