,Unnamed: 0,Date,UPRO,Unnamed: 2,URPO_PRICES
0,0,1986-05-20,3.7%,,1.037
1,1,1986-05-21,-0.7%,,1.029741
2,2,1986-05-22,5.9%,,1.090495719
3,3,1986-05-23,1.4%,,1.105762659066
4,4,1986-05-27,4.2%,,1.152204690746772
5,5,1986-05-28,2.3%,,1.1787053986339475
6,6,1986-05-29,1.5%,,1.1963859796134568
7,7,1986-05-30,-0.7%,,1.1880112777561629
8,8,1986-06-02,-2.8%,,1.15474696197899
9,9,1986-06-03,0.6%,,1.161675443750864
10,10,1986-06-04,-1.9%,,1.1396036103195977
11,11,1986-06-05,2.0%,,1.1623956825259896
12,12,1986-06-06,0.1%,,1.1635580782085155
13,13,1986-06-09,-6.9%,,1.083272570812128
14,14,1986-06-10,-0.4%,,1.0789394805288794
15,15,1986-06-11,1.9%,,1.099439330658928
16,16,1986-06-12,0.4%,,1.1038370879815638
17,17,1986-06-13,5.1%,,1.1601327794686234
18,18,1986-06-16,0.3%,,1.163613177807029
19,19,1986-06-17,-2.2%,,1.1380136878952745
20,20,1986-06-18,0.7%,,1.1459797837105412
21,21,1986-06-19,-1.2%,,1.1322280263060147
22,22,1986-06-20,4.2%,,1.1797816034108677
23,23,1986-06-23,-2.9%,,1.1455679369119522
24,24,1986-06-24,2.3%,,1.171915999460927
25,25,1986-06-25,2.3%,,1.1988700674485282
26,26,1986-06-26,-0.3%,,1.1952734572461825
27,27,1986-06-27,1.1%,,1.2084214652758904
28,28,1986-06-30,1.4%,,1.2253393657897529
29,29,1986-07-01,1.4%,,1.2424941169108097
30,30,1986-07-02,0.8%,,1.2524340698460958
31,31,1986-07-03,-1.1%,,1.2386572950777888
32,32,1986-07-07,-9.3%,,1.1234621666355544
33,33,1986-07-08,-3.1%,,1.0886348394698522
34,34,1986-07-09,1.6%,,1.10605299690137
35,35,1986-07-10,0.1%,,1.107159049898271
36,36,1986-07-11,-0.9%,,1.0971946184491863
37,37,1986-07-14,-5.2%,,1.0401404982898288
38,38,1986-07-15,-5.7%,,0.9808524898873086
39,39,1986-07-16,1.7%,,0.9975269822153928
40,40,1986-07-17,1.4%,,1.0114923599664083
41,41,1986-07-18,0.3%,,1.0145268370463074
42,42,1986-07-21,-0.2%,,1.0124977833722149
43,43,1986-07-22,2.4%,,1.036797730173148
44,44,1986-07-23,0.7%,,1.04405531428436
45,45,1986-07-24,-1.1%,,1.032570705827232
46,46,1986-07-25,2.9%,,1.0625152562962217
47,47,1986-07-28,-5.3%,,1.006201947712522
48,48,1986-07-29,-1.8%,,0.9880903126536964
49,49,1986-07-30,2.7%,,1.0147687510953465
50,50,1986-07-31,-0.6%,,1.0086801385887745
51,51,1986-08-01,-1.6%,,0.9925412563713538
52,52,1986-08-04,1.4%,,1.0064368339605527
53,53,1986-08-05,1.4%,,1.0205269496360003
54,54,1986-08-06,-0.3%,,1.0174653687870925
55,55,1986-08-07,0.4%,,1.021535230262241
56,56,1986-08-08,-0.2%,,1.0194921598017164
57,57,1986-08-11,4.8%,,1.068427783472199
58,58,1986-08-12,3.4%,,1.1047543281102534
59,59,1986-08-13,2.8%,,1.1356874492973406
60,60,1986-08-14,0.6%,,1.1425015739931246
61,61,1986-08-15,1.1%,,1.155069091307049
62,62,1986-08-18,0.3%,,1.15853429858097
63,63,1986-08-19,-1.0%,,1.1469489555951602
64,64,1986-08-20,3.9%,,1.1916799648633714
65,65,1986-08-21,-0.1%,,1.190488284898508
66,66,1986-08-22,0.5%,,1.1964407263230004
67,67,1986-08-25,-2.8%,,1.1629403859859564
68,68,1986-08-26,6.0%,,1.232716809145114
69,69,1986-08-27,0.6%,,1.2401131099999847
70,70,1986-08-28,-0.6%,,1.2326724313399848
71,71,1986-08-29,0.1%,,1.233905103771325
72,72,1986-09-02,-5.3%,,1.1685081332714444
73,73,1986-09-03,1.8%,,1.1895412796703304
74,74,1986-09-04,4.6%,,1.2442601785351657
75,75,1986-09-05,-4.0%,,1.194489771393759
76,76,1986-09-08,-2.8%,,1.1610440577947336
77,77,1986-09-09,-0.5%,,1.15523883750576
78,78,1986-09-10,-0.8%,,1.145996926805714
79,79,1986-09-11,-14.4%,,0.9809733693456912
80,80,1986-09-12,-5.7%,,0.9250578872929868
81,81,1986-09-15,1.6%,,0.9398588134896744
82,82,1986-09-16,-0.2%,,0.9379790958626952
83,83,1986-09-17,0.0%,,0.9379790958626952
84,84,1986-09-18,0.7%,,0.944544949533734
85,85,1986-09-19,-0.2%,,0.9426558596346664
86,86,1986-09-22,3.4%,,0.9747061588622452
87,87,1986-09-23,0.9%,,0.9834785142920052
88,88,1986-09-24,1.0%,,0.9933132994349252
89,89,1986-09-25,-5.7%,,0.9366944413671344
90,90,1986-09-26,0.4%,,0.940441219132603
91,91,1986-09-29,-3.0%,,0.9122279825586248
92,92,1986-09-30,1.9%,,0.9295603142272388
93,93,1986-10-01,2.9%,,0.9565175633398286
94,94,1986-10-02,0.4%,,0.960343633593188
95,95,1986-10-03,-0.4%,,0.9565022590588153
96,96,1986-10-06,1.4%,,0.9698932906856388
97,97,1986-10-07,-0.5%,,0.9650438242322104
98,98,1986-10-08,2.9%,,0.9930300951349444
99,99,1986-10-09,-1.2%,,0.9811137339933252
100,100,1986-10-10,-0.4%,,0.977189279057352
101,101,1986-10-13,0.4%,,0.9810980361735812
102,102,1986-10-14,-0.7%,,0.9742303499203662
103,103,1986-10-15,4.4%,,1.0170964853168625
104,104,1986-10-16,0.9%,,1.0262503536847138
105,105,1986-10-17,-1.0%,,1.0159878501478667
106,106,1986-10-20,-3.7%,,0.9783962996923956
107,107,1986-10-21,-0.2%,,0.9764395070930108
108,108,1986-10-22,0.4%,,0.9803452651213828
109,109,1986-10-23,3.9%,,1.018578730461117
110,110,1986-10-24,-1.4%,,1.004318628234661
111,111,1986-10-27,0.7%,,1.0113488586323036
112,112,1986-10-28,0.7%,,1.0184283006427295
113,113,1986-10-29,2.0%,,1.0387968666555842
114,114,1986-10-30,3.5%,,1.0751547569885296
115,115,1986-10-31,0.3%,,1.078380221259495
116,116,1986-11-03,2.3%,,1.1031829663484634
117,117,1986-11-04,0.5%,,1.1086988811802057
118,118,1986-11-05,0.7%,,1.116459773348467
119,119,1986-11-06,-0.8%,,1.1075280951616793
120,120,1986-11-07,0.0%,,1.1075280951616793
121,121,1986-11-10,0.5%,,1.1130657356374876
122,122,1986-11-11,1.1%,,1.1253094587294998
123,123,1986-11-12,-0.6%,,1.1185576019771228
124,124,1986-11-13,-4.4%,,1.0693410674901294
125,125,1986-11-14,1.9%,,1.0896585477724416
126,126,1986-11-17,-1.6%,,1.0722240110080823
127,127,1986-11-18,-7.9%,,0.987518314138444
128,128,1986-11-19,1.0%,,0.9973934972798284
129,129,1986-11-20,5.5%,,1.052250139630219
130,130,1986-11-21,4.7%,,1.1017058961928392
131,131,1986-11-24,2.0%,,1.123740014116696
132,132,1986-11-25,0.7%,,1.131606194215513
133,133,1986-11-26,0.7%,,1.139527437575021
134,134,1986-11-28,0.5%,,1.145225074762896
135,135,1986-12-01,-0.2%,,1.1429346246133705
136,136,1986-12-02,6.0%,,1.2115107020901723
137,137,1986-12-03,-0.3%,,1.207876169983902
138,138,1986-12-04,-0.9%,,1.1970052844540469
139,139,1986-12-05,-2.3%,,1.1694741629116037
140,140,1986-12-08,0.0%,,1.1694741629116037
141,141,1986-12-09,-20.9%,,0.9250540628630786
142,142,1986-12-10,2.0%,,0.94355514412034
143,143,1986-12-11,-3.3%,,0.9124178243643688
144,144,1986-12-12,-1.1%,,0.9023812282963608
145,145,1986-12-15,1.0%,,0.9114050405793244
146,146,1986-12-16,2.2%,,0.9314559514720696
147,147,1986-12-17,-3.0%,,0.9035122729279074
148,148,1986-12-18,-1.0%,,0.8944771501986283
149,149,1986-12-19,3.5%,,0.9257838504555802
150,150,1986-12-22,-1.3%,,0.9137486603996576
151,151,1986-12-23,-3.0%,,0.8863362005876679
152,152,1986-12-24,0.7%,,0.8925405539917816
153,153,1986-12-26,0.1%,,0.8934330945457732
154,154,1986-12-29,-2.8%,,0.8684169678984915
155,155,1986-12-30,-5.2%,,0.82325928556777
156,156,1986-12-31,-1.6%,,0.8100871369986856
157,157,1987-01-02,5.4%,,0.8538318423966147
158,158,1987-01-05,6.9%,,0.9127462395219812
159,159,1987-01-06,0.7%,,0.9191354631986348
160,160,1987-01-07,2.9%,,0.9457903916313952
161,161,1987-01-08,2.2%,,0.9665977802472858
162,162,1987-01-09,1.7%,,0.9830299425114896
163,163,1987-01-12,1.7%,,0.9997414515341848
164,164,1987-01-13,-0.5%,,0.994742744276514
165,165,1987-01-14,3.1%,,1.0255797693490858
166,166,1987-01-15,3.2%,,1.058398321968257
167,167,1987-01-16,0.9%,,1.067923906865971
168,168,1987-01-19,3.4%,,1.104233319699414
169,169,1987-01-20,-0.4%,,1.0998163864206163
170,170,1987-01-21,-1.4%,,1.084418957010728
171,171,1987-01-22,6.8%,,1.1581594460874574
172,172,1987-01-23,-4.1%,,1.1106749087978716
173,173,1987-01-26,-0.7%,,1.1029001844362865
174,174,1987-01-27,4.6%,,1.1536335929203556
175,175,1987-01-28,1.7%,,1.1732453640000016
176,176,1987-01-29,-1.2%,,1.1591664196320015
177,177,1987-01-30,-0.3%,,1.1556889203731056
178,178,1987-02-02,2.5%,,1.1845811433824331
179,179,1987-02-03,-0.4%,,1.1798428188089034
180,180,1987-02-04,4.0%,,1.2270365315612597
181,181,1987-02-05,1.8%,,1.2491231891293624
182,182,1987-02-06,-1.2%,,1.23413371085981
183,183,1987-02-09,-1.9%,,1.2106851703534736
184,184,1987-02-10,-3.4%,,1.1695218745614555
185,185,1987-02-11,2.7%,,1.201098965174615
186,186,1987-02-12,-2.1%,,1.1758758869059478
187,187,1987-02-13,4.4%,,1.2276144259298096
188,188,1987-02-17,6.0%,,1.3012712914855982
189,189,1987-02-18,0.0%,,1.3012712914855982
190,190,1987-02-19,0.1%,,1.3025725627770837
191,191,1987-02-20,-0.1%,,1.3012699902143066
192,192,1987-02-23,-3.1%,,1.260930620517663
193,193,1987-02-24,0.5%,,1.267235273620251
194,194,1987-02-25,1.1%,,1.2811748616300735
195,195,1987-02-26,-1.1%,,1.2670819381521428
196,196,1987-02-27,1.1%,,1.2810198394718162
197,197,1987-03-02,-1.2%,,1.2656476013981544
198,198,1987-03-03,1.2%,,1.2808353726149322
199,199,1987-03-04,4.7%,,1.341034635127834
200,200,1987-03-05,1.9%,,1.3665142931952627
201,201,1987-03-06,0.1%,,1.367880807488458
202,202,1987-03-09,-2.5%,,1.3336837873012464
203,203,1987-03-10,2.6%,,1.3683595657710788
204,204,1987-03-11,-0.6%,,1.3601494083764525
205,205,1987-03-12,0.9%,,1.3723907530518402
206,206,1987-03-13,-1.4%,,1.3531772825091144
207,207,1987-03-16,-1.9%,,1.3274669141414412
208,208,1987-03-17,4.4%,,1.3858754583636648
209,209,1987-03-18,0.3%,,1.3900330847387556
210,210,1987-03-19,1.4%,,1.4094935479250983
211,211,1987-03-20,4.0%,,1.4658732898421023
212,212,1987-03-23,3.0%,,1.5098494885373654
213,213,1987-03-24,0.5%,,1.517398735980052
214,214,1987-03-25,-1.1%,,1.5007073498842711
215,215,1987-03-26,0.5%,,1.5082108866336923
216,216,1987-03-27,-4.8%,,1.4358167640752753
217,217,1987-03-30,-7.1%,,1.3338737738259308
218,218,1987-03-31,2.5%,,1.367220618171579
219,219,1987-04-01,0.7%,,1.37679116249878
220,220,1987-04-02,1.3%,,1.394689447611264
221,221,1987-04-03,6.8%,,1.48952833004883
222,222,1987-04-06,1.6%,,1.5133607833296112
223,223,1987-04-07,-5.3%,,1.4331526618131418
224,224,1987-04-08,0.6%,,1.4417515777840206
225,225,1987-04-09,-4.5%,,1.3768727567837395
226,226,1987-04-10,-0.3%,,1.3727421385133882
227,227,1987-04-13,-7.2%,,1.273904704540424
228,228,1987-04-14,-6.7%,,1.1885530893362155
229,229,1987-04-15,5.5%,,1.2539235092497074
230,230,1987-04-16,2.6%,,1.2865255204901995
231,231,1987-04-20,-1.0%,,1.2736602652852975
232,232,1987-04-21,0.0%,,1.2736602652852975
233,233,1987-04-22,1.2%,,1.2889441884687214
234,234,1987-04-23,-0.5%,,1.2824994675263777
235,235,1987-04-24,-5.6%,,1.2106794973449004
236,236,1987-04-27,0.3%,,1.214311535836935
237,237,1987-04-28,0.7%,,1.2228117165877934
238,238,1987-04-29,2.2%,,1.2497135743527248
239,239,1987-04-30,4.0%,,1.2997021173268335
240,240,1987-05-01,-0.4%,,1.2945033088575264
241,241,1987-05-04,1.3%,,1.3113318518726742
242,242,1987-05-05,6.3%,,1.3939457585406525
243,243,1987-05-06,0.2%,,1.396733650057734
244,244,1987-05-07,-0.5%,,1.3897499818074452
245,245,1987-05-08,-1.4%,,1.370293482062141
246,246,1987-05-11,-1.8%,,1.3456281993850223
247,247,1987-05-12,1.7%,,1.3685038787745678
248,248,1987-05-13,0.7%,,1.3780834059259897
249,249,1987-05-14,0.3%,,1.3822176561437676
250,250,1987-05-15,-6.9%,,1.2868446378698477
251,251,1987-05-18,-1.0%,,1.2739761914911492
252,252,1987-05-19,-7.2%,,1.1822499057037863
253,253,1987-05-20,-1.5%,,1.1645161571182294
254,254,1987-05-21,2.1%,,1.1889709964177122
255,255,1987-05-22,2.2%,,1.215128358338902
256,256,1987-05-26,7.3%,,1.3038327284976416
257,257,1987-05-27,-0.4%,,1.298617397583651
258,258,1987-05-28,2.0%,,1.3245897455353242
259,259,1987-05-29,-0.7%,,1.3153176173165768
260,260,1987-06-01,-0.3%,,1.3113716644646272
261,261,1987-06-02,-1.5%,,1.2917010894976575
262,262,1987-06-03,5.2%,,1.358869546151536
263,263,1987-06-04,1.7%,,1.3819703284361118
264,264,1987-06-05,-1.8%,,1.3570948625242618
265,265,1987-06-08,3.3%,,1.4018789929875624
266,266,1987-06-09,0.7%,,1.4116921459384753
267,267,1987-06-10,0.2%,,1.4145155302303525
268,268,1987-06-11,1.3%,,1.4329042321233467
269,269,1987-06-12,2.8%,,1.4730255506228005
270,270,1987-06-15,1.4%,,1.4936479083315195
271,271,1987-06-16,1.6%,,1.517546274864824
272,272,1987-06-17,0.1%,,1.5190638211396887
273,273,1987-06-18,0.8%,,1.5312163317088063
274,274,1987-06-19,1.2%,,1.549590927689312
275,275,1987-06-22,2.5%,,1.5883307008815448
276,276,1987-06-23,-1.3%,,1.5676824017700848
277,277,1987-06-24,-1.4%,,1.5457348481453037
278,278,1987-06-25,2.0%,,1.5766495451082096
279,279,1987-06-26,-1.8%,,1.5482698532962618
280,280,1987-06-29,0.7%,,1.5591077422693354
281,281,1987-06-30,-3.8%,,1.4998616480631006
282,282,1987-07-01,-1.1%,,1.4833631699344063
283,283,1987-07-02,2.7%,,1.5234139755226357
284,284,1987-07-06,-0.8%,,1.5112266637184544
285,285,1987-07-07,2.4%,,1.5474961036476973
286,286,1987-07-08,0.8%,,1.559876072476879
287,287,1987-07-09,-0.8%,,1.547397063897064
288,288,1987-07-10,0.8%,,1.5597762404082405
289,289,1987-07-13,-0.9%,,1.5457382542445663
290,290,1987-07-14,3.0%,,1.5921104018719034
291,291,1987-07-15,-0.3%,,1.5873340706662875
292,292,1987-07-16,2.2%,,1.622255420220946
293,293,1987-07-17,1.8%,,1.6514560177849231
294,294,1987-07-20,-3.1%,,1.6002608812335906
295,295,1987-07-21,-2.8%,,1.55545357655905
296,296,1987-07-22,-0.1%,,1.553898122982491
297,297,1987-07-23,-0.6%,,1.544574734244596
298,298,1987-07-24,1.3%,,1.5646542057897757
299,299,1987-07-27,1.2%,,1.583430056259253
300,300,1987-07-28,1.7%,,1.61034836721566
301,301,1987-07-29,3.2%,,1.661879514966561
302,302,1987-07-30,2.2%,,1.6984408642958255
303,303,1987-07-31,0.5%,,1.7069330686173043
304,304,1987-08-03,-1.1%,,1.6881568048625142
305,305,1987-08-04,-1.2%,,1.667898923204164
306,306,1987-08-05,2.0%,,1.7012569016682473
307,307,1987-08-06,3.5%,,1.7608008932266357
308,308,1987-08-07,1.0%,,1.778408902158902
309,309,1987-08-10,4.6%,,1.8602157116582116
310,310,1987-08-11,4.9%,,1.951366281529464
311,311,1987-08-12,-0.9%,,1.9338039849956987
312,312,1987-08-13,2.0%,,1.9724800646956129
313,313,1987-08-14,-0.6%,,1.960645184307439
314,314,1987-08-17,0.1%,,1.9626058294917463
315,315,1987-08-18,-4.4%,,1.8762511729941096
316,316,1987-08-19,0.5%,,1.88563242885908
317,317,1987-08-20,4.6%,,1.9723715205865977
318,318,1987-08-21,0.8%,,1.9881504927512903
319,319,1987-08-24,-0.1%,,1.986162342258539
320,320,1987-08-25,0.8%,,2.0020516409966076
321,321,1987-08-26,-2.0%,,1.9620106081766755
322,322,1987-08-27,-2.9%,,1.905112300539552
323,323,1987-08-28,-3.9%,,1.830812920818509
324,324,1987-08-31,2.5%,,1.876583243838972
325,325,1987-09-01,-5.9%,,1.7658648324524724
326,326,1987-09-02,-1.6%,,1.7376109951332328
327,327,1987-09-03,-1.4%,,1.7132844412013677
328,328,1987-09-04,-3.3%,,1.6567460546417223
329,329,1987-09-08,-3.2%,,1.6037301808931872
330,330,1987-09-09,0.4%,,1.61014510161676
331,331,1987-09-10,3.0%,,1.6584494546652628
332,332,1987-09-11,4.6%,,1.734738129579865
333,333,1987-09-14,0.9%,,1.7503507727460836
334,334,1987-09-15,-4.9%,,1.6645835848815254
335,335,1987-09-16,-2.8%,,1.6179752445048423
336,336,1987-09-17,0.0%,,1.6179752445048423
337,337,1987-09-18,-0.1%,,1.6163572692603376
338,338,1987-09-21,-4.2%,,1.5484702639514034
339,339,1987-09-22,8.6%,,1.6816387066512242
340,340,1987-09-23,1.5%,,1.7068632872509923
341,341,1987-09-24,-1.2%,,1.6863809278039803
342,342,1987-09-25,0.4%,,1.6931264515151965
343,343,1987-09-28,4.4%,,1.7676240153818652
344,344,1987-09-29,-3.1%,,1.7128276709050274
345,345,1987-09-30,0.0%,,1.7128276709050274
346,346,1987-10-01,5.2%,,1.801894709792089
347,347,1987-10-02,0.6%,,1.8127060780508415
348,348,1987-10-05,0.0%,,1.8127060780508415
349,349,1987-10-06,-8.1%,,1.6658768857287234
350,350,1987-10-07,-0.7%,,1.6542157475286223
351,351,1987-10-08,-4.2%,,1.5847386861324202
352,352,1987-10-09,-2.8%,,1.5403660029207125
353,353,1987-10-12,-2.1%,,1.5080183168593777
354,354,1987-10-13,5.0%,,1.5834192327023464
355,355,1987-10-14,-8.9%,,1.4424949209918376
356,356,1987-10-15,-7.1%,,1.340077781601417
357,357,1987-10-16,-15.6%,,1.131025647671596
358,358,1987-10-19,-61.5%,,0.4354448743535645
359,359,1987-10-20,15.9%,,0.5046806093757813
360,360,1987-10-21,27.2%,,0.6419537351259939
361,361,1987-10-22,-11.7%,,0.5668451481162525
362,362,1987-10-23,0.0%,,0.5668451481162525
363,363,1987-10-26,-24.9%,,0.4257007062353056
364,364,1987-10-27,7.3%,,0.4567768577904829
365,365,1987-10-28,0.0%,,0.4567768577904829
366,366,1987-10-29,14.7%,,0.5239230558856839
367,367,1987-10-30,8.6%,,0.5689804386918528
368,368,1987-11-02,4.7%,,0.5957225193103698
369,369,1987-11-03,-5.8%,,0.5611706131903683
370,370,1987-11-04,-2.2%,,0.5488248597001802
371,371,1987-11-05,7.0%,,0.5872425998791929
372,372,1987-11-06,-4.8%,,0.5590549550849916
373,373,1987-11-09,-8.7%,,0.5104171739925973
374,374,1987-11-10,-5.2%,,0.4838754809449822
375,375,1987-11-11,3.6%,,0.5012949982590016
376,376,1987-11-12,8.2%,,0.5424011881162397
377,377,1987-11-13,-3.5%,,0.5234171465321713
378,378,1987-11-16,1.3%,,0.5302215694370895
379,379,1987-11-17,-4.5%,,0.5063615988124205
380,380,1987-11-18,3.1%,,0.5220588083756055
381,381,1987-11-19,-6.8%,,0.4865588094060643
382,382,1987-11-20,2.6%,,0.4992093384506219
383,383,1987-11-23,1.0%,,0.5042014318351281
384,384,1987-11-24,4.2%,,0.5253778919722035
385,385,1987-11-25,-2.8%,,0.5106673109969818
386,386,1987-11-27,-0.1%,,0.5101566436859848
387,387,1987-11-30,-17.1%,,0.4229198576156813
388,388,1987-12-01,2.4%,,0.4330699341984577
389,389,1987-12-02,1.7%,,0.4404321230798314
390,390,1987-12-03,-10.6%,,0.3937463180333693
391,391,1987-12-04,-1.8%,,0.3866588843087686
392,392,1987-12-07,6.4%,,0.4114050529045299
393,393,1987-12-08,8.0%,,0.4443174571368923
394,394,1987-12-09,5.1%,,0.4669776474508738
395,395,1987-12-10,-6.6%,,0.4361571227191161
396,396,1987-12-11,2.1%,,0.4453164222962175
397,397,1987-12-14,8.7%,,0.4840589510359884
398,398,1987-12-15,0.7%,,0.4874473636932402
399,399,1987-12-16,6.4%,,0.5186439949696077
400,400,1987-12-17,-6.2%,,0.4864880672814919
401,401,1987-12-18,7.7%,,0.5239476484621668
402,402,1987-12-21,0.3%,,0.5255194914075533
403,403,1987-12-22,0.4%,,0.5276215693731835
404,404,1987-12-23,3.9%,,0.5481988105787376
405,405,1987-12-24,-1.2%,,0.5416204248517927
406,406,1987-12-28,-7.8%,,0.4993740317133529
407,407,1987-12-29,-1.3%,,0.4928821693010793
408,408,1987-12-30,3.9%,,0.5121045739038214
409,409,1987-12-31,-0.9%,,0.5074956327386869
410,410,1988-01-04,10.5%,,0.560782674176249
411,411,1988-01-05,3.3%,,0.5792885024240653
412,412,1988-01-06,0.3%,,0.5810263679313374
413,413,1988-01-07,2.4%,,0.5949710007616895
414,414,1988-01-08,-20.2%,,0.4747868586078282
415,415,1988-01-11,4.9%,,0.4980514146796118
416,416,1988-01-12,-2.5%,,0.4856001293126215
417,417,1988-01-13,0.6%,,0.4885137300884972
418,418,1988-01-14,0.0%,,0.4885137300884972
419,419,1988-01-15,7.5%,,0.5251522598451345
420,420,1988-01-18,-0.2%,,0.5241019553254442
421,421,1988-01-19,-3.2%,,0.50733069275503
422,422,1988-01-20,-8.1%,,0.4662369066418725
423,423,1988-01-21,0.6%,,0.4690343280817238
424,424,1988-01-22,4.1%,,0.4882647355330744
425,425,1988-01-25,6.9%,,0.5219550022848566
426,426,1988-01-26,-3.0%,,0.5062963522163109
427,427,1988-01-27,-0.3%,,0.5047774631596619
428,428,1988-01-28,4.7%,,0.5285020039281659
429,429,1988-01-29,4.4%,,0.5517560921010053
430,430,1988-02-01,-2.4%,,0.5385139458905811
431,431,1988-02-02,0.7%,,0.5422835435118151
432,432,1988-02-03,-3.9%,,0.5211344853148543
433,433,1988-02-04,0.2%,,0.522176754285484
434,434,1988-02-05,-1.4%,,0.5148662797254873
435,435,1988-02-08,-2.3%,,0.503024355291801
436,436,1988-02-09,3.2%,,0.5191211346611386
437,437,1988-02-10,5.8%,,0.5492301604714847
438,438,1988-02-11,-0.9%,,0.5442870890272413
439,439,1988-02-12,2.0%,,0.5551728308077861
440,440,1988-02-16,-0.2%,,0.5540624851461705
441,441,1988-02-17,1.9%,,0.5645896723639477
442,442,1988-02-18,-1.6%,,0.5555562376061246
443,443,1988-02-19,4.3%,,0.5794451558231879
444,444,1988-02-22,4.5%,,0.6055201878352313
445,445,1988-02-23,-0.7%,,0.6012815465203847
446,446,1988-02-24,-0.5%,,0.5982751387877827
447,447,1988-02-25,-3.3%,,0.5785320592077858
448,448,1988-02-26,1.0%,,0.5843173797998636
449,449,1988-02-29,6.0%,,0.6193764225878555
450,450,1988-03-01,-0.5%,,0.6162795404749163
451,451,1988-03-02,0.9%,,0.6218260563391905
452,452,1988-03-03,-0.2%,,0.6205824042265121
453,453,1988-03-04,-0.7%,,0.6162383273969265
454,454,1988-03-07,0.0%,,0.6162383273969265
455,455,1988-03-08,2.3%,,0.6304118089270557
456,456,1988-03-09,-0.4%,,0.6278901616913475
457,457,1988-03-10,-5.9%,,0.590844642151558
458,458,1988-03-11,1.2%,,0.5979347778573767
459,459,1988-03-14,1.5%,,0.6069037995252373
460,460,1988-03-15,-0.4%,,0.6044761843271363
461,461,1988-03-16,3.0%,,0.6226104698569505
462,462,1988-03-17,2.8%,,0.6400435630129451
463,463,1988-03-18,-0.2%,,0.6387634758869192
464,464,1988-03-21,-2.7%,,0.6215168620379723
465,465,1988-03-22,0.1%,,0.6221383789000102
466,466,1988-03-23,0.1%,,0.6227605172789101
467,467,1988-03-24,-6.2%,,0.5841493652076176
468,468,1988-03-25,-5.4%,,0.5526052994864062
469,469,1988-03-28,-0.6%,,0.5492896676894878
470,470,1988-03-29,2.3%,,0.561923330046346
471,471,1988-03-30,-2.3%,,0.54899909345528
472,472,1988-03-31,0.9%,,0.5539400852963774
473,473,1988-04-04,-3.3%,,0.5356600624815969
474,474,1988-04-05,2.9%,,0.5511942042935631
475,475,1988-04-06,8.0%,,0.5952897406370482
476,476,1988-04-07,0.8%,,0.6000520585621446
477,477,1988-04-08,3.6%,,0.6216539326703818
478,478,1988-04-11,0.7%,,0.6260055101990745
479,479,1988-04-12,1.3%,,0.6341435818316624
480,480,1988-04-13,0.2%,,0.6354118689953258
481,481,1988-04-14,-13.2%,,0.5515375022879427
482,482,1988-04-15,0.1%,,0.5520890397902306
483,483,1988-04-18,-0.8%,,0.5476723274719087
484,484,1988-04-19,-1.6%,,0.5389095702323582
485,485,1988-04-20,-2.0%,,0.528131378827711
486,486,1988-04-21,0.2%,,0.5291876415853665
487,487,1988-04-22,4.3%,,0.5519427101735371
488,488,1988-04-25,2.7%,,0.5668451633482225
489,489,1988-04-26,1.7%,,0.5764815311251422
490,490,1988-04-27,-0.2%,,0.5753285680628919
491,491,1988-04-28,-1.4%,,0.5672739681100114
492,492,1988-04-29,-1.5%,,0.5587648585883612
493,493,1988-05-02,0.2%,,0.5598823883055379
494,494,1988-05-03,1.7%,,0.5694003889067321
495,495,1988-05-04,-3.0%,,0.55231837723953
496,496,1988-05-05,-1.6%,,0.5434812832036976
497,497,1988-05-06,-1.6%,,0.5347855826724385
498,498,1988-05-09,-0.9%,,0.5299725124283865
499,499,1988-05-10,1.2%,,0.5363321825775271
500,500,1988-05-11,-5.1%,,0.5089792412660732
501,501,1988-05-12,0.6%,,0.5120331167136696
502,502,1988-05-13,3.4%,,0.5294422426819344
503,503,1988-05-16,2.3%,,0.5416194142636188
504,504,1988-05-17,-3.7%,,0.521579495935865
505,505,1988-05-18,-4.8%,,0.4965436801309434
506,506,1988-05-19,1.4%,,0.5034952916527766
507,507,1988-05-20,0.4%,,0.5055092728193877
508,508,1988-05-23,-2.6%,,0.4923660317260836
509,509,1988-05-24,3.2%,,0.5081217447413183
510,510,1988-05-25,0.3%,,0.5096461099755423
511,511,1988-05-26,1.0%,,0.5147425710752978
512,512,1988-05-27,-1.3%,,0.5080509176513188
513,513,1988-05-31,10.2%,,0.5598721112517534
514,514,1988-06-01,5.2%,,0.5889854610368446
515,515,1988-06-02,-1.6%,,0.579561693660255
516,516,1988-06-03,1.3%,,0.5870959956778382
517,517,1988-06-06,0.5%,,0.5900314756562274
518,518,1988-06-07,-2.1%,,0.5776408146674465
519,519,1988-06-08,7.1%,,0.6186533125088353
520,520,1988-06-09,-1.4%,,0.6099921661337115
521,521,1988-06-10,1.1%,,0.6167020799611823
522,522,1988-06-13,0.1%,,0.6173187820411434
523,523,1988-06-14,3.2%,,0.63707298306646
524,524,1988-06-15,0.1%,,0.6377100560495264
525,525,1988-06-16,-5.1%,,0.6051868431910005
526,526,1988-06-17,1.0%,,0.6112387116229104
527,527,1988-06-20,-2.0%,,0.5990139373904522
528,528,1988-06-21,3.0%,,0.6169843555121658
529,529,1988-06-22,4.4%,,0.6441316671547012
530,530,1988-06-23,-0.9%,,0.6383344821503089
531,531,1988-06-24,-1.0%,,0.6319511373288058
